material,E1_Pa,E2_Pa,G12_Pa,nu12,rho_kgm3,S1T_Pa,S1C_Pa,S2T_Pa,S2C_Pa,S12_Pa,ply_t_m
IM7_8552,161e9,11.4e9,5.17e9,0.32,1600,2.8e9,1.6e9,70e6,200e6,100e6,0.000125

